TaskId,App,Size,InterArrivalTimeSecs
0,mpi-migrate,15,0
1,mpi-migrate,15,4
2,mpi-migrate,7,32
3,mpi-migrate,4,2
4,mpi-migrate,6,13
5,mpi-migrate,14,4
6,mpi-migrate,15,18
7,mpi-migrate,2,28
8,mpi-migrate,3,14
9,mpi-migrate,6,8
10,mpi-migrate,8,2
11,mpi-migrate,8,4
12,mpi-migrate,6,8
13,mpi-migrate,5,24
14,mpi-migrate,4,1
15,mpi-migrate,10,1
16,mpi-migrate,8,16
17,mpi-migrate,7,17
18,mpi-migrate,15,4
19,mpi-migrate,9,1
20,mpi-migrate,9,12
21,mpi-migrate,2,14
22,mpi-migrate,3,9
23,mpi-migrate,3,9
24,mpi-migrate,7,2
25,mpi-migrate,10,1
26,mpi-migrate,3,1
27,mpi-migrate,5,15
28,mpi-migrate,5,7
29,mpi-migrate,9,3
30,mpi-migrate,3,8
31,mpi-migrate,13,2
32,mpi-migrate,5,1
33,mpi-migrate,2,13
34,mpi-migrate,7,2
35,mpi-migrate,11,16
36,mpi-migrate,15,7
37,mpi-migrate,7,18
38,mpi-migrate,2,0
39,mpi-migrate,13,6
40,mpi-migrate,2,13
41,mpi-migrate,15,9
42,mpi-migrate,9,0
43,mpi-migrate,10,8
44,mpi-migrate,9,0
45,mpi-migrate,7,12
46,mpi-migrate,14,4
47,mpi-migrate,9,10
48,mpi-migrate,14,9
49,mpi-migrate,14,15
50,mpi-migrate,10,49
51,mpi-migrate,10,7
52,mpi-migrate,9,3
53,mpi-migrate,12,0
54,mpi-migrate,6,4
55,mpi-migrate,8,64
56,mpi-migrate,5,13
57,mpi-migrate,11,33
58,mpi-migrate,3,5
59,mpi-migrate,2,2
60,mpi-migrate,10,5
61,mpi-migrate,3,23
62,mpi-migrate,3,5
63,mpi-migrate,4,16
64,mpi-migrate,13,20
65,mpi-migrate,2,5
66,mpi-migrate,2,12
67,mpi-migrate,9,2
68,mpi-migrate,7,1
69,mpi-migrate,6,6
70,mpi-migrate,4,5
71,mpi-migrate,9,9
72,mpi-migrate,2,2
73,mpi-migrate,5,1
74,mpi-migrate,4,19
75,mpi-migrate,9,10
76,mpi-migrate,5,7
77,mpi-migrate,12,6
78,mpi-migrate,5,6
79,mpi-migrate,8,5
80,mpi-migrate,12,0
81,mpi-migrate,5,16
82,mpi-migrate,10,11
83,mpi-migrate,11,10
84,mpi-migrate,10,18
85,mpi-migrate,4,14
86,mpi-migrate,14,2
87,mpi-migrate,8,16
88,mpi-migrate,3,24
89,mpi-migrate,9,8
90,mpi-migrate,12,5
91,mpi-migrate,9,0
92,mpi-migrate,5,3
93,mpi-migrate,11,5
94,mpi-migrate,3,11
95,mpi-migrate,15,12
96,mpi-migrate,12,2
97,mpi-migrate,9,15
98,mpi-migrate,9,25
99,mpi-migrate,11,14
