TaskId,App,Size,InterArrivalTimeSecs
0,mpi-migrate,3,0
1,mpi-migrate,15,26
2,mpi-migrate,2,3
3,mpi-migrate,14,32
4,mpi-migrate,14,1
5,mpi-migrate,6,0
6,mpi-migrate,7,30
7,mpi-migrate,9,0
8,mpi-migrate,2,37
9,mpi-migrate,6,20
10,mpi-migrate,5,2
11,mpi-migrate,7,9
12,mpi-migrate,11,4
13,mpi-migrate,4,3
14,mpi-migrate,4,10
15,mpi-migrate,10,19
16,mpi-migrate,3,17
17,mpi-migrate,7,18
18,mpi-migrate,6,9
19,mpi-migrate,11,29
20,mpi-migrate,15,22
21,mpi-migrate,3,21
22,mpi-migrate,14,7
23,mpi-migrate,5,3
24,mpi-migrate,11,15
25,mpi-migrate,5,4
26,mpi-migrate,5,3
27,mpi-migrate,8,0
28,mpi-migrate,5,9
29,mpi-migrate,15,2
30,mpi-migrate,5,13
31,mpi-migrate,11,9
32,mpi-migrate,15,7
33,mpi-migrate,11,30
34,mpi-migrate,6,1
35,mpi-migrate,12,2
36,mpi-migrate,8,12
37,mpi-migrate,8,17
38,mpi-migrate,10,12
39,mpi-migrate,11,4
40,mpi-migrate,12,12
41,mpi-migrate,5,12
42,mpi-migrate,11,7
43,mpi-migrate,15,1
44,mpi-migrate,3,11
45,mpi-migrate,2,5
46,mpi-migrate,7,1
47,mpi-migrate,9,12
48,mpi-migrate,7,6
49,mpi-migrate,14,5
50,mpi-migrate,13,5
51,mpi-migrate,9,13
52,mpi-migrate,13,5
53,mpi-migrate,14,6
54,mpi-migrate,13,6
55,mpi-migrate,6,4
56,mpi-migrate,15,0
57,mpi-migrate,7,0
58,mpi-migrate,13,1
59,mpi-migrate,9,2
60,mpi-migrate,4,17
61,mpi-migrate,3,1
62,mpi-migrate,13,12
63,mpi-migrate,5,9
64,mpi-migrate,10,5
65,mpi-migrate,7,30
66,mpi-migrate,13,0
67,mpi-migrate,6,9
68,mpi-migrate,14,7
69,mpi-migrate,9,7
70,mpi-migrate,2,15
71,mpi-migrate,12,11
72,mpi-migrate,10,19
73,mpi-migrate,6,13
74,mpi-migrate,5,8
75,mpi-migrate,14,24
76,mpi-migrate,11,4
77,mpi-migrate,10,0
78,mpi-migrate,15,21
79,mpi-migrate,9,0
80,mpi-migrate,14,9
81,mpi-migrate,15,33
82,mpi-migrate,4,0
83,mpi-migrate,2,0
84,mpi-migrate,6,5
85,mpi-migrate,9,5
86,mpi-migrate,3,4
87,mpi-migrate,4,7
88,mpi-migrate,6,3
89,mpi-migrate,6,1
90,mpi-migrate,9,10
91,mpi-migrate,3,23
92,mpi-migrate,15,3
93,mpi-migrate,3,1
94,mpi-migrate,13,13
95,mpi-migrate,13,6
96,mpi-migrate,15,11
97,mpi-migrate,9,1
98,mpi-migrate,10,9
99,mpi-migrate,5,26
100,mpi-migrate,4,27
101,mpi-migrate,12,4
102,mpi-migrate,3,10
103,mpi-migrate,3,7
104,mpi-migrate,10,9
105,mpi-migrate,12,29
106,mpi-migrate,6,18
107,mpi-migrate,15,5
108,mpi-migrate,14,6
109,mpi-migrate,4,6
110,mpi-migrate,4,0
111,mpi-migrate,12,6
112,mpi-migrate,2,2
113,mpi-migrate,13,13
114,mpi-migrate,15,0
115,mpi-migrate,3,0
116,mpi-migrate,4,13
117,mpi-migrate,6,2
118,mpi-migrate,8,0
119,mpi-migrate,2,9
120,mpi-migrate,3,3
121,mpi-migrate,2,11
122,mpi-migrate,10,1
123,mpi-migrate,14,6
124,mpi-migrate,9,0
125,mpi-migrate,4,11
126,mpi-migrate,7,11
127,mpi-migrate,4,3
128,mpi-migrate,9,5
129,mpi-migrate,3,52
130,mpi-migrate,9,3
131,mpi-migrate,7,7
132,mpi-migrate,15,2
133,mpi-migrate,6,7
134,mpi-migrate,9,3
135,mpi-migrate,7,9
136,mpi-migrate,3,8
137,mpi-migrate,5,1
138,mpi-migrate,10,1
139,mpi-migrate,13,14
140,mpi-migrate,13,0
141,mpi-migrate,12,6
142,mpi-migrate,9,16
143,mpi-migrate,8,2
144,mpi-migrate,2,27
145,mpi-migrate,7,11
146,mpi-migrate,2,25
147,mpi-migrate,3,28
148,mpi-migrate,7,22
149,mpi-migrate,2,13
