TaskId,App,Size,InterArrivalTimeSecs
0,mpi-migrate,8,0
1,mpi-migrate,13,4
2,mpi-migrate,2,0
3,mpi-migrate,5,6
4,mpi-migrate,4,3
5,mpi-migrate,11,5
6,mpi-migrate,8,15
7,mpi-migrate,13,4
8,mpi-migrate,8,4
9,mpi-migrate,5,13
10,mpi-migrate,5,23
11,mpi-migrate,9,28
12,mpi-migrate,10,33
13,mpi-migrate,5,5
14,mpi-migrate,5,1
15,mpi-migrate,11,4
16,mpi-migrate,14,31
17,mpi-migrate,2,1
18,mpi-migrate,2,36
19,mpi-migrate,10,6
20,mpi-migrate,10,13
21,mpi-migrate,4,0
22,mpi-migrate,5,3
23,mpi-migrate,12,7
24,mpi-migrate,4,0
25,mpi-migrate,15,6
26,mpi-migrate,12,20
27,mpi-migrate,8,0
28,mpi-migrate,9,41
29,mpi-migrate,5,2
30,mpi-migrate,4,0
31,mpi-migrate,12,2
32,mpi-migrate,7,20
33,mpi-migrate,2,7
34,mpi-migrate,4,8
35,mpi-migrate,11,3
36,mpi-migrate,2,3
37,mpi-migrate,9,6
38,mpi-migrate,11,0
39,mpi-migrate,5,0
40,mpi-migrate,10,2
41,mpi-migrate,4,12
42,mpi-migrate,11,1
43,mpi-migrate,5,3
44,mpi-migrate,8,6
45,mpi-migrate,5,3
46,mpi-migrate,2,7
47,mpi-migrate,12,7
48,mpi-migrate,11,4
49,mpi-migrate,4,2
50,mpi-migrate,2,0
51,mpi-migrate,2,7
52,mpi-migrate,13,5
53,mpi-migrate,9,6
54,mpi-migrate,10,28
55,mpi-migrate,12,13
56,mpi-migrate,11,7
57,mpi-migrate,4,15
58,mpi-migrate,14,15
59,mpi-migrate,6,8
60,mpi-migrate,15,10
61,mpi-migrate,5,4
62,mpi-migrate,14,4
63,mpi-migrate,10,6
64,mpi-migrate,9,23
65,mpi-migrate,9,23
66,mpi-migrate,10,1
67,mpi-migrate,10,5
68,mpi-migrate,8,17
69,mpi-migrate,13,12
70,mpi-migrate,9,6
71,mpi-migrate,12,4
72,mpi-migrate,14,5
73,mpi-migrate,14,1
74,mpi-migrate,4,0
75,mpi-migrate,6,4
76,mpi-migrate,2,4
77,mpi-migrate,9,22
78,mpi-migrate,12,0
79,mpi-migrate,12,6
80,mpi-migrate,8,1
81,mpi-migrate,7,5
82,mpi-migrate,10,2
83,mpi-migrate,15,22
84,mpi-migrate,2,4
85,mpi-migrate,6,15
86,mpi-migrate,14,4
87,mpi-migrate,14,6
88,mpi-migrate,2,1
89,mpi-migrate,14,4
90,mpi-migrate,11,18
91,mpi-migrate,2,0
92,mpi-migrate,5,27
93,mpi-migrate,3,6
94,mpi-migrate,3,6
95,mpi-migrate,9,9
96,mpi-migrate,12,18
97,mpi-migrate,13,4
98,mpi-migrate,14,23
99,mpi-migrate,14,38
100,mpi-migrate,5,2
101,mpi-migrate,15,14
102,mpi-migrate,3,12
103,mpi-migrate,3,8
104,mpi-migrate,15,1
105,mpi-migrate,12,8
106,mpi-migrate,10,23
107,mpi-migrate,14,4
108,mpi-migrate,10,7
109,mpi-migrate,2,5
110,mpi-migrate,15,3
111,mpi-migrate,15,0
112,mpi-migrate,5,6
113,mpi-migrate,2,3
114,mpi-migrate,15,1
115,mpi-migrate,6,1
116,mpi-migrate,3,3
117,mpi-migrate,14,4
118,mpi-migrate,15,8
119,mpi-migrate,13,1
120,mpi-migrate,7,10
121,mpi-migrate,11,7
122,mpi-migrate,14,13
123,mpi-migrate,9,2
124,mpi-migrate,10,9
125,mpi-migrate,10,8
126,mpi-migrate,2,3
127,mpi-migrate,3,4
128,mpi-migrate,2,13
129,mpi-migrate,11,5
130,mpi-migrate,6,14
131,mpi-migrate,2,7
132,mpi-migrate,7,1
133,mpi-migrate,7,22
134,mpi-migrate,13,12
135,mpi-migrate,8,23
136,mpi-migrate,6,2
137,mpi-migrate,14,18
138,mpi-migrate,11,1
139,mpi-migrate,15,20
140,mpi-migrate,10,2
141,mpi-migrate,12,3
142,mpi-migrate,12,8
143,mpi-migrate,15,11
144,mpi-migrate,7,6
145,mpi-migrate,7,1
146,mpi-migrate,4,0
147,mpi-migrate,15,0
148,mpi-migrate,14,5
149,mpi-migrate,6,42
150,mpi-migrate,8,3
151,mpi-migrate,10,4
152,mpi-migrate,9,16
153,mpi-migrate,3,22
154,mpi-migrate,7,8
155,mpi-migrate,13,0
156,mpi-migrate,11,0
157,mpi-migrate,3,10
158,mpi-migrate,2,20
159,mpi-migrate,8,7
160,mpi-migrate,4,0
161,mpi-migrate,7,13
162,mpi-migrate,12,2
163,mpi-migrate,14,8
164,mpi-migrate,11,4
165,mpi-migrate,5,27
166,mpi-migrate,4,1
167,mpi-migrate,10,21
168,mpi-migrate,7,0
169,mpi-migrate,2,0
170,mpi-migrate,13,0
171,mpi-migrate,10,6
172,mpi-migrate,2,13
173,mpi-migrate,10,32
174,mpi-migrate,4,16
175,mpi-migrate,11,15
176,mpi-migrate,10,4
177,mpi-migrate,12,3
178,mpi-migrate,4,11
179,mpi-migrate,9,6
180,mpi-migrate,7,0
181,mpi-migrate,14,9
182,mpi-migrate,15,3
183,mpi-migrate,10,23
184,mpi-migrate,8,4
185,mpi-migrate,3,7
186,mpi-migrate,9,2
187,mpi-migrate,6,7
188,mpi-migrate,15,10
189,mpi-migrate,15,23
190,mpi-migrate,11,15
191,mpi-migrate,11,1
192,mpi-migrate,14,0
193,mpi-migrate,7,19
194,mpi-migrate,12,17
195,mpi-migrate,4,7
196,mpi-migrate,15,7
197,mpi-migrate,3,6
198,mpi-migrate,12,19
199,mpi-migrate,2,20
