TaskId,App,Size,InterArrivalTimeSecs
0,mpi-migrate,10,0
1,mpi-migrate,10,14
2,mpi-migrate,14,3
3,mpi-migrate,14,7
4,mpi-migrate,10,13
5,mpi-migrate,13,11
6,mpi-migrate,14,4
7,mpi-migrate,10,9
8,mpi-migrate,15,27
9,mpi-migrate,7,3
10,mpi-migrate,12,0
11,mpi-migrate,10,7
12,mpi-migrate,10,0
13,mpi-migrate,5,4
14,mpi-migrate,5,23
15,mpi-migrate,15,15
16,mpi-migrate,14,2
17,mpi-migrate,12,4
18,mpi-migrate,9,30
19,mpi-migrate,15,3
20,mpi-migrate,11,12
21,mpi-migrate,6,1
22,mpi-migrate,10,1
23,mpi-migrate,4,20
24,mpi-migrate,11,1
25,mpi-migrate,4,1
26,mpi-migrate,7,1
27,mpi-migrate,11,7
28,mpi-migrate,8,0
29,mpi-migrate,12,18
30,mpi-migrate,15,9
31,mpi-migrate,9,7
32,mpi-migrate,6,0
33,mpi-migrate,7,0
34,mpi-migrate,14,5
35,mpi-migrate,15,19
36,mpi-migrate,13,5
37,mpi-migrate,13,0
38,mpi-migrate,15,4
39,mpi-migrate,12,13
40,mpi-migrate,11,24
41,mpi-migrate,11,3
42,mpi-migrate,9,17
43,mpi-migrate,9,0
44,mpi-migrate,13,15
45,mpi-migrate,10,5
46,mpi-migrate,6,14
47,mpi-migrate,9,19
48,mpi-migrate,15,1
49,mpi-migrate,15,1
50,mpi-migrate,12,8
51,mpi-migrate,7,37
52,mpi-migrate,13,4
53,mpi-migrate,4,1
54,mpi-migrate,4,1
55,mpi-migrate,6,3
56,mpi-migrate,10,8
57,mpi-migrate,14,17
58,mpi-migrate,13,7
59,mpi-migrate,11,7
60,mpi-migrate,10,33
61,mpi-migrate,4,5
62,mpi-migrate,14,7
63,mpi-migrate,12,2
64,mpi-migrate,8,6
65,mpi-migrate,9,2
66,mpi-migrate,7,42
67,mpi-migrate,10,16
68,mpi-migrate,12,2
69,mpi-migrate,8,1
70,mpi-migrate,4,3
71,mpi-migrate,12,9
72,mpi-migrate,15,3
73,mpi-migrate,11,5
74,mpi-migrate,7,29
75,mpi-migrate,11,7
76,mpi-migrate,9,1
77,mpi-migrate,10,2
78,mpi-migrate,4,1
79,mpi-migrate,5,2
80,mpi-migrate,9,19
81,mpi-migrate,13,0
82,mpi-migrate,5,8
83,mpi-migrate,4,10
84,mpi-migrate,5,2
85,mpi-migrate,5,10
86,mpi-migrate,10,4
87,mpi-migrate,8,8
88,mpi-migrate,13,11
89,mpi-migrate,13,43
90,mpi-migrate,8,10
91,mpi-migrate,11,10
92,mpi-migrate,9,4
93,mpi-migrate,9,4
94,mpi-migrate,14,13
95,mpi-migrate,13,14
96,mpi-migrate,7,5
97,mpi-migrate,4,1
98,mpi-migrate,13,19
99,mpi-migrate,5,18
